Voter_ID,Age,Gender,State,Constituency,Income_Level,Voted_Party,Turnout,Employment_Status,Education_Level,Date
16259,70,Female,Maharashtra,Pune,High,Party A,Yes,Self-employed,Postgraduate,2019-04-07
16260,26,Male,Tamil Nadu,Coimbatore,Medium,Party A,No,Student,Primary,2019-05-22
16261,26,Male,Maharashtra,Mumbai South,Medium,Party C,Yes,Student,Graduate,2019-05-18
16262,61,Female,Bihar,Patna Urban,Medium,Party C,Yes,Self-employed,Graduate,2019-04-15
16263,40,Female,Bihar,Muzaffarpur,Low,Party A,Yes,Self-employed,Primary,2019-04-18
16264,71,Female,Maharashtra,Pune,Medium,Party C,Yes,Self-employed,Secondary,2019-05-07
16265,60,Female,Tamil Nadu,Madurai,High,Party C,Yes,Self-employed,Graduate,2019-05-23
16266,46,Female,Bihar,Gaya,High,Party C,No,Self-employed,Secondary,2019-04-08
16267,39,Male,Maharashtra,Nagpur,High,Party A,Yes,Employed,Graduate,2019-05-21
16268,77,Male,Kerala,Thiruvananthapuram,Medium,Party A,Yes,Employed,Secondary,2019-04-07
16269,71,Female,Kerala,Kozhikode,Low,Party A,Yes,Self-employed,Postgraduate,2019-04-16
16270,72,Other,Tamil Nadu,Chennai Central,Low,Party C,No,Student,Primary,2019-04-17
16271,56,Male,Kerala,Kochi,Medium,Party C,No,Employed,Primary,2019-05-10
16272,21,Other,Kerala,Thiruvananthapuram,High,Party C,No,Unemployed,Primary,2019-05-29
16273,78,Other,Tamil Nadu,Chennai Central,Low,Party C,Yes,Unemployed,Primary,2019-05-14
16274,80,Male,Bihar,Gaya,Low,Party B,Yes,Employed,Secondary,2019-05-22
16275,64,Female,Kerala,Thiruvananthapuram,Medium,Party B,Yes,Student,Primary,2019-04-18
16276,70,Male,Maharashtra,Mumbai South,High,Party B,No,Student,Postgraduate,2019-04-23
16277,21,Male,Kerala,Kozhikode,Medium,Party B,Yes,Self-employed,Secondary,2019-04-06
16278,49,Other,Bihar,Patna Urban,Low,Party B,No,Self-employed,Secondary,2019-04-19
16279,39,Female,Maharashtra,Pune,Medium,Party B,No,Self-employed,Postgraduate,2019-04-21
16280,28,Other,Kerala,Kozhikode,Medium,Party A,Yes,Student,Graduate,2019-05-06
16281,18,Female,Tamil Nadu,Chennai Central,High,Party A,No,Student,Primary,2019-05-21
16282,42,Other,Bihar,Gaya,High,Party C,Yes,Student,Postgraduate,2019-04-22
16283,67,Male,Maharashtra,Pune,Low,Party B,Yes,Self-employed,Primary,2019-04-02
16284,46,Male,Bihar,Gaya,Medium,Party A,Yes,Self-employed,Secondary,2019-04-14
16285,44,Female,Bihar,Patna Urban,High,Party A,No,Employed,Secondary,2019-05-22
16286,45,Other,Bihar,Gaya,High,Party A,No,Unemployed,Postgraduate,2019-05-16
16287,39,Other,Tamil Nadu,Madurai,Medium,Party C,Yes,Student,Primary,2019-04-13
16288,46,Other,Bihar,Gaya,Medium,Party A,No,Unemployed,Secondary,2019-04-08
16289,46,Female,Tamil Nadu,Coimbatore,Low,Party C,No,Employed,Postgraduate,2019-05-25
16290,69,Male,Kerala,Thiruvananthapuram,Low,Party A,No,Unemployed,Graduate,2019-05-29
16291,25,Other,Kerala,Kozhikode,Low,Party B,Yes,Employed,Graduate,2019-05-13
16292,82,Male,Tamil Nadu,Chennai Central,High,Party C,No,Self-employed,Postgraduate,2019-05-10
16293,64,Other,Maharashtra,Pune,Low,Party A,Yes,Student,Secondary,2019-05-18
16294,22,Male,Bihar,Muzaffarpur,Medium,Party A,No,Self-employed,Secondary,2019-04-29
16295,85,Other,Tamil Nadu,Madurai,Medium,Party A,No,Employed,Primary,2019-04-17
16296,55,Female,Kerala,Kozhikode,Low,Party B,Yes,Employed,Postgraduate,2019-04-29
16297,59,Male,Bihar,Patna Urban,Low,Party B,No,Self-employed,Graduate,2019-04-19
16298,57,Female,Kerala,Thiruvananthapuram,Medium,Party B,No,Student,Postgraduate,2019-04-18
16299,47,Male,Bihar,Gaya,Medium,Party C,No,Unemployed,Primary,2019-05-30
16300,66,Female,Tamil Nadu,Madurai,Low,Party A,Yes,Self-employed,Graduate,2019-05-08
16301,21,Male,Maharashtra,Nagpur,High,Party A,No,Self-employed,Secondary,2019-05-18
16302,52,Other,Kerala,Thiruvananthapuram,High,Party B,No,Unemployed,Primary,2019-05-14
16303,20,Female,Bihar,Muzaffarpur,Medium,Party A,Yes,Student,Secondary,2019-05-28
16304,63,Female,Kerala,Kochi,Medium,Party C,Yes,Unemployed,Primary,2019-05-23
16305,44,Female,Tamil Nadu,Chennai Central,Medium,Party C,No,Unemployed,Postgraduate,2019-05-05
16306,19,Female,Kerala,Kochi,Low,Party B,No,Self-employed,Primary,2019-04-10
16307,47,Male,Tamil Nadu,Chennai Central,Medium,Party A,No,Self-employed,Primary,2019-04-18
16308,21,Female,Bihar,Patna Urban,Low,Party A,No,Student,Primary,2019-04-12
16309,29,Female,Maharashtra,Nagpur,Low,Party B,No,Unemployed,Secondary,2019-05-21
16310,78,Other,Bihar,Gaya,Low,Party A,Yes,Unemployed,Postgraduate,2019-05-12
16311,33,Male,Kerala,Kozhikode,Low,Party B,No,Student,Postgraduate,2019-04-08
16312,66,Female,Maharashtra,Pune,Low,Party B,Yes,Student,Postgraduate,2019-04-24
16313,52,Male,Maharashtra,Pune,High,Party C,No,Student,Primary,2019-04-07
16314,77,Female,Bihar,Muzaffarpur,High,Party C,No,Unemployed,Postgraduate,2019-05-22
16315,26,Female,Tamil Nadu,Chennai Central,Low,Party C,Yes,Unemployed,Primary,2019-05-14
16316,18,Female,Tamil Nadu,Coimbatore,Low,Party A,No,Employed,Primary,2019-04-29
16317,42,Other,Kerala,Kochi,Medium,Party C,No,Student,Primary,2019-05-05
16318,36,Other,Tamil Nadu,Madurai,Medium,Party B,No,Student,Secondary,2019-05-17
16319,28,Female,Tamil Nadu,Coimbatore,High,Party A,Yes,Unemployed,Postgraduate,2019-04-09
16320,57,Other,Kerala,Kozhikode,High,Party B,Yes,Student,Primary,2019-04-14
16321,75,Female,Maharashtra,Pune,High,Party B,Yes,Unemployed,Postgraduate,2019-04-06
16322,39,Male,Kerala,Thiruvananthapuram,High,Party C,Yes,Employed,Graduate,2019-05-16
16323,53,Male,Maharashtra,Nagpur,High,Party C,Yes,Self-employed,Primary,2019-05-16
16324,40,Male,Maharashtra,Pune,Medium,Party B,Yes,Self-employed,Primary,2019-04-07
16325,29,Other,Bihar,Patna Urban,Medium,Party C,No,Employed,Primary,2019-04-03
16326,52,Male,Maharashtra,Pune,Medium,Party A,No,Employed,Graduate,2019-04-11
16327,73,Female,Maharashtra,Nagpur,Medium,Party C,Yes,Employed,Postgraduate,2019-05-09
16328,69,Male,Tamil Nadu,Madurai,High,Party B,Yes,Student,Secondary,2019-04-14
16329,63,Other,Kerala,Kozhikode,Medium,Party A,No,Student,Postgraduate,2019-04-26
16330,48,Male,Tamil Nadu,Chennai Central,Low,Party C,No,Employed,Primary,2019-05-28
16331,71,Other,Maharashtra,Pune,Low,Party B,No,Student,Secondary,2019-04-25
16332,35,Male,Maharashtra,Pune,Low,Party A,Yes,Unemployed,Primary,2019-05-05
16333,52,Female,Kerala,Kochi,Medium,Party B,No,Unemployed,Secondary,2019-04-12
16334,67,Female,Bihar,Patna Urban,High,Party C,No,Employed,Graduate,2019-05-02
16335,45,Female,Kerala,Thiruvananthapuram,Medium,Party C,Yes,Unemployed,Graduate,2019-04-16
16336,18,Male,Maharashtra,Nagpur,Low,Party C,No,Student,Primary,2019-05-19
16337,20,Other,Kerala,Kozhikode,Low,Party B,Yes,Self-employed,Postgraduate,2019-05-14
16338,23,Other,Tamil Nadu,Chennai Central,Low,Party B,No,Student,Primary,2019-04-08
16339,59,Male,Kerala,Thiruvananthapuram,Medium,Party A,No,Employed,Graduate,2019-04-22
16340,68,Other,Kerala,Kochi,High,Party C,Yes,Unemployed,Graduate,2019-04-05
16341,21,Other,Bihar,Muzaffarpur,Low,Party A,Yes,Self-employed,Graduate,2019-05-29
16342,70,Other,Maharashtra,Nagpur,Medium,Party B,Yes,Unemployed,Graduate,2019-05-03
16343,73,Female,Maharashtra,Nagpur,Medium,Party C,No,Self-employed,Secondary,2019-04-22
16344,73,Other,Kerala,Kochi,High,Party A,Yes,Unemployed,Graduate,2019-04-22
16345,32,Other,Kerala,Kochi,Low,Party B,No,Unemployed,Secondary,2019-05-10
16346,53,Male,Maharashtra,Nagpur,Medium,Party B,No,Employed,Postgraduate,2019-04-28
16347,80,Male,Tamil Nadu,Coimbatore,Low,Party A,No,Student,Graduate,2019-05-23
16348,46,Other,Kerala,Kozhikode,High,Party B,No,Unemployed,Secondary,2019-05-11
16349,54,Other,Tamil Nadu,Coimbatore,Low,Party B,Yes,Employed,Primary,2019-04-24
16350,44,Female,Tamil Nadu,Madurai,High,Party C,No,Self-employed,Secondary,2019-05-06
16351,57,Male,Kerala,Kochi,High,Party C,Yes,Self-employed,Graduate,2019-05-06
16352,41,Male,Maharashtra,Pune,High,Party B,No,Student,Graduate,2019-04-17
16353,18,Other,Bihar,Gaya,Low,Party C,Yes,Unemployed,Secondary,2019-05-18
16354,41,Other,Bihar,Patna Urban,Medium,Party C,No,Unemployed,Secondary,2019-04-03
16355,51,Male,Maharashtra,Nagpur,Medium,Party A,No,Student,Graduate,2019-05-10
16356,41,Male,Maharashtra,Nagpur,Medium,Party C,Yes,Unemployed,Primary,2019-04-08
16357,25,Female,Kerala,Kochi,Medium,Party B,No,Student,Primary,2019-04-03
16358,39,Male,Tamil Nadu,Coimbatore,High,Party C,Yes,Employed,Graduate,2019-05-20
16359,38,Female,Maharashtra,Pune,High,Party B,Yes,Student,Secondary,2019-04-04
16360,41,Other,Bihar,Muzaffarpur,High,Party C,No,Employed,Primary,2019-04-28
16361,34,Other,Bihar,Muzaffarpur,Medium,Party A,Yes,Student,Graduate,2019-05-30
16362,43,Other,Bihar,Patna Urban,Medium,Party C,Yes,Employed,Secondary,2019-05-10
16363,79,Male,Bihar,Patna Urban,High,Party B,No,Unemployed,Graduate,2019-04-15
16364,24,Other,Maharashtra,Pune,High,Party B,No,Self-employed,Postgraduate,2019-04-08
16365,59,Other,Kerala,Thiruvananthapuram,Low,Party A,Yes,Employed,Graduate,2019-05-28
16366,74,Male,Kerala,Kochi,Medium,Party C,No,Student,Graduate,2019-04-16
16367,28,Other,Bihar,Patna Urban,Medium,Party A,Yes,Employed,Secondary,2019-04-19
16368,40,Male,Tamil Nadu,Coimbatore,Medium,Party B,Yes,Employed,Graduate,2019-04-02
16369,22,Male,Tamil Nadu,Madurai,Low,Party B,No,Self-employed,Postgraduate,2019-04-13
16370,35,Female,Tamil Nadu,Chennai Central,High,Party C,Yes,Unemployed,Secondary,2019-04-28
16371,68,Male,Tamil Nadu,Coimbatore,Low,Party A,Yes,Student,Secondary,2019-05-26
16372,18,Female,Maharashtra,Mumbai South,Low,Party B,No,Employed,Primary,2019-05-21
16373,35,Female,Maharashtra,Nagpur,Medium,Party C,No,Self-employed,Primary,2019-05-04
16374,84,Male,Bihar,Gaya,Low,Party B,Yes,Student,Postgraduate,2019-04-06
16375,34,Other,Bihar,Patna Urban,Low,Party C,No,Unemployed,Graduate,2019-05-22
16376,61,Female,Tamil Nadu,Chennai Central,Low,Party B,Yes,Self-employed,Graduate,2019-04-28
16377,33,Female,Maharashtra,Nagpur,Medium,Party A,No,Student,Postgraduate,2019-04-30
16378,55,Male,Tamil Nadu,Coimbatore,Medium,Party A,Yes,Unemployed,Postgraduate,2019-04-12
16379,83,Other,Tamil Nadu,Madurai,Medium,Party B,No,Employed,Postgraduate,2019-05-01
16380,47,Female,Bihar,Muzaffarpur,Low,Party C,Yes,Employed,Primary,2019-04-19
16381,60,Male,Maharashtra,Nagpur,Low,Party A,Yes,Unemployed,Postgraduate,2019-04-12
16382,21,Female,Tamil Nadu,Coimbatore,Low,Party B,Yes,Employed,Secondary,2019-05-26
16383,29,Male,Tamil Nadu,Chennai Central,Medium,Party C,Yes,Student,Graduate,2019-04-18
16384,84,Other,Kerala,Kozhikode,Medium,Party C,No,Unemployed,Postgraduate,2019-04-27
16385,81,Male,Kerala,Kochi,Medium,Party A,No,Self-employed,Postgraduate,2019-05-20
16386,54,Male,Kerala,Thiruvananthapuram,Medium,Party C,No,Employed,Secondary,2019-04-23
16387,61,Male,Bihar,Gaya,Medium,Party B,No,Employed,Primary,2019-05-24
16388,28,Male,Tamil Nadu,Chennai Central,High,Party A,No,Unemployed,Secondary,2019-05-31
16389,54,Male,Bihar,Muzaffarpur,High,Party B,No,Student,Graduate,2019-05-13
16390,84,Other,Tamil Nadu,Madurai,Medium,Party A,No,Employed,Secondary,2019-05-30
16391,77,Female,Maharashtra,Nagpur,High,Party C,No,Self-employed,Graduate,2019-05-10
16392,23,Female,Maharashtra,Nagpur,High,Party C,No,Employed,Postgraduate,2019-05-11
16393,32,Male,Bihar,Gaya,High,Party C,Yes,Employed,Secondary,2019-05-14
16394,53,Other,Tamil Nadu,Coimbatore,Medium,Party C,Yes,Employed,Graduate,2019-05-23
16395,53,Other,Bihar,Patna Urban,Medium,Party A,Yes,Student,Graduate,2019-04-13
16396,52,Other,Maharashtra,Mumbai South,Medium,Party A,No,Unemployed,Primary,2019-04-04
16397,42,Male,Tamil Nadu,Madurai,High,Party A,No,Employed,Postgraduate,2019-05-19
16398,25,Male,Maharashtra,Nagpur,Medium,Party A,Yes,Self-employed,Secondary,2019-05-10
16399,52,Female,Tamil Nadu,Chennai Central,Low,Party B,Yes,Employed,Graduate,2019-04-30
16400,67,Other,Tamil Nadu,Coimbatore,Low,Party C,No,Unemployed,Secondary,2019-05-14
16401,54,Male,Bihar,Patna Urban,Low,Party B,No,Employed,Graduate,2019-05-06
16402,49,Other,Kerala,Thiruvananthapuram,Medium,Party C,Yes,Employed,Postgraduate,2019-05-01
16403,48,Male,Tamil Nadu,Coimbatore,Low,Party C,No,Self-employed,Postgraduate,2019-04-03
16404,69,Other,Tamil Nadu,Chennai Central,Low,Party C,Yes,Unemployed,Postgraduate,2019-05-29
16405,56,Female,Tamil Nadu,Chennai Central,High,Party A,No,Student,Secondary,2019-04-20
16406,34,Female,Maharashtra,Mumbai South,Low,Party A,No,Student,Graduate,2019-05-09
16407,53,Other,Tamil Nadu,Coimbatore,High,Party A,No,Self-employed,Graduate,2019-05-19
16408,83,Female,Kerala,Thiruvananthapuram,Medium,Party A,No,Student,Primary,2019-05-15
16409,36,Other,Kerala,Kochi,Medium,Party A,Yes,Self-employed,Secondary,2019-04-09
16410,57,Other,Tamil Nadu,Madurai,Low,Party C,Yes,Unemployed,Postgraduate,2019-04-14
16411,69,Male,Maharashtra,Nagpur,Low,Party B,Yes,Unemployed,Secondary,2019-05-06
16412,59,Female,Maharashtra,Mumbai South,Low,Party C,Yes,Self-employed,Primary,2019-04-27
16413,39,Female,Maharashtra,Pune,High,Party C,Yes,Student,Secondary,2019-04-18
16414,34,Female,Bihar,Patna Urban,High,Party B,No,Unemployed,Primary,2019-04-16
16415,56,Male,Kerala,Kozhikode,Low,Party C,Yes,Self-employed,Graduate,2019-05-22
16416,39,Other,Maharashtra,Nagpur,Medium,Party B,No,Employed,Graduate,2019-04-25
16417,30,Female,Bihar,Patna Urban,Medium,Party B,No,Self-employed,Secondary,2019-04-28
16418,25,Female,Bihar,Gaya,Low,Party A,Yes,Self-employed,Graduate,2019-04-22
16419,48,Other,Bihar,Patna Urban,High,Party A,No,Self-employed,Secondary,2019-05-17
16420,23,Other,Bihar,Patna Urban,Low,Party A,No,Employed,Postgraduate,2019-04-25
16421,62,Female,Tamil Nadu,Coimbatore,High,Party B,Yes,Unemployed,Graduate,2019-04-08
16422,41,Male,Kerala,Kochi,High,Party C,No,Employed,Secondary,2019-04-18
16423,54,Other,Bihar,Gaya,Low,Party A,No,Unemployed,Postgraduate,2019-04-08
16424,43,Other,Tamil Nadu,Madurai,Medium,Party C,Yes,Employed,Secondary,2019-05-19
16425,63,Other,Bihar,Patna Urban,High,Party A,No,Employed,Postgraduate,2019-04-25
16426,35,Female,Tamil Nadu,Chennai Central,High,Party C,No,Self-employed,Primary,2019-05-13
16427,33,Male,Kerala,Kozhikode,Medium,Party C,Yes,Employed,Postgraduate,2019-04-18
16428,54,Female,Bihar,Patna Urban,High,Party A,No,Employed,Primary,2019-04-21
16429,46,Other,Maharashtra,Nagpur,High,Party B,No,Student,Graduate,2019-05-11
16430,18,Female,Kerala,Thiruvananthapuram,High,Party C,No,Self-employed,Primary,2019-04-25
16431,79,Other,Maharashtra,Mumbai South,Medium,Party B,Yes,Self-employed,Graduate,2019-05-17
16432,85,Female,Maharashtra,Mumbai South,Low,Party C,Yes,Self-employed,Secondary,2019-04-15
16433,32,Male,Maharashtra,Nagpur,Medium,Party C,Yes,Employed,Graduate,2019-04-08
16434,39,Other,Maharashtra,Nagpur,High,Party B,Yes,Self-employed,Primary,2019-05-13
16435,56,Other,Bihar,Muzaffarpur,Medium,Party B,No,Unemployed,Graduate,2019-04-10
16436,53,Female,Bihar,Patna Urban,Low,Party A,No,Unemployed,Postgraduate,2019-05-30
16437,47,Other,Kerala,Kochi,Medium,Party C,Yes,Self-employed,Secondary,2019-05-26
16438,32,Female,Bihar,Patna Urban,Low,Party A,Yes,Unemployed,Graduate,2019-04-24
16439,76,Male,Tamil Nadu,Chennai Central,Low,Party B,Yes,Unemployed,Secondary,2019-04-18
16440,22,Other,Kerala,Thiruvananthapuram,High,Party C,Yes,Student,Secondary,2019-05-26
16441,64,Male,Kerala,Thiruvananthapuram,Medium,Party A,Yes,Employed,Graduate,2019-04-13
16442,36,Other,Bihar,Patna Urban,Low,Party A,Yes,Employed,Secondary,2019-05-25
16443,57,Other,Tamil Nadu,Chennai Central,Medium,Party C,Yes,Self-employed,Graduate,2019-05-27
16444,65,Male,Maharashtra,Nagpur,Medium,Party C,No,Self-employed,Primary,2019-05-15
16445,25,Other,Bihar,Gaya,High,Party C,No,Employed,Graduate,2019-04-19
16446,79,Male,Bihar,Patna Urban,High,Party A,No,Unemployed,Primary,2019-04-10
16447,46,Female,Bihar,Patna Urban,Medium,Party C,Yes,Employed,Secondary,2019-04-01
16448,31,Other,Bihar,Muzaffarpur,High,Party A,No,Unemployed,Primary,2019-05-18
16449,77,Other,Bihar,Patna Urban,High,Party C,No,Employed,Postgraduate,2019-04-01
16450,84,Other,Tamil Nadu,Coimbatore,Low,Party A,Yes,Student,Postgraduate,2019-05-05
16451,50,Female,Bihar,Patna Urban,High,Party C,Yes,Employed,Secondary,2019-05-28
16452,66,Male,Kerala,Thiruvananthapuram,Low,Party B,Yes,Employed,Primary,2019-04-26
16453,62,Female,Maharashtra,Nagpur,Low,Party A,No,Student,Secondary,2019-05-07
16454,69,Other,Tamil Nadu,Chennai Central,High,Party C,No,Unemployed,Primary,2019-05-01
16455,67,Female,Maharashtra,Mumbai South,Medium,Party B,No,Student,Primary,2019-04-20
16456,53,Male,Tamil Nadu,Madurai,Medium,Party C,Yes,Employed,Postgraduate,2019-05-16
16457,83,Other,Kerala,Kochi,High,Party C,Yes,Student,Graduate,2019-04-28
16458,54,Male,Bihar,Gaya,Medium,Party C,Yes,Self-employed,Secondary,2019-04-21
16459,60,Female,Tamil Nadu,Chennai Central,High,Party B,Yes,Employed,Secondary,2019-05-09
16460,65,Female,Bihar,Gaya,Low,Party C,No,Self-employed,Graduate,2019-04-05
16461,77,Other,Tamil Nadu,Chennai Central,Low,Party C,Yes,Unemployed,Secondary,2019-05-02
16462,26,Other,Tamil Nadu,Chennai Central,High,Party B,No,Student,Postgraduate,2019-04-29
16463,51,Female,Tamil Nadu,Coimbatore,Medium,Party B,No,Employed,Postgraduate,2019-05-18
16464,22,Other,Bihar,Muzaffarpur,Low,Party A,Yes,Employed,Postgraduate,2019-05-24
16465,23,Male,Tamil Nadu,Chennai Central,Medium,Party B,Yes,Employed,Secondary,2019-05-07
16466,82,Other,Tamil Nadu,Coimbatore,Medium,Party C,Yes,Student,Postgraduate,2019-05-22
16467,63,Female,Tamil Nadu,Madurai,Low,Party A,No,Unemployed,Graduate,2019-05-25
16468,63,Female,Bihar,Patna Urban,Medium,Party B,No,Student,Primary,2019-05-01
16469,69,Female,Kerala,Kochi,Medium,Party C,Yes,Unemployed,Primary,2019-05-15
16470,59,Male,Tamil Nadu,Madurai,Low,Party B,No,Unemployed,Graduate,2019-04-10
16471,22,Other,Tamil Nadu,Madurai,Medium,Party C,Yes,Self-employed,Primary,2019-04-27
16472,47,Male,Kerala,Kochi,Low,Party A,Yes,Student,Graduate,2019-04-20
16473,20,Female,Bihar,Muzaffarpur,Low,Party C,Yes,Self-employed,Postgraduate,2019-04-07
16474,37,Female,Bihar,Muzaffarpur,High,Party B,Yes,Unemployed,Graduate,2019-04-03
16475,36,Female,Kerala,Kozhikode,High,Party C,No,Student,Secondary,2019-05-14
16476,73,Other,Bihar,Patna Urban,Low,Party B,No,Self-employed,Postgraduate,2019-04-13
16477,30,Female,Tamil Nadu,Coimbatore,High,Party C,Yes,Unemployed,Graduate,2019-05-15
16478,76,Other,Tamil Nadu,Madurai,Medium,Party A,No,Self-employed,Graduate,2019-04-17
16479,64,Female,Tamil Nadu,Madurai,High,Party B,No,Self-employed,Graduate,2019-04-01
16480,73,Male,Tamil Nadu,Chennai Central,Medium,Party A,No,Self-employed,Graduate,2019-05-18
16481,26,Female,Bihar,Patna Urban,Medium,Party B,Yes,Unemployed,Primary,2019-05-06
16482,44,Male,Kerala,Kozhikode,Low,Party C,No,Employed,Primary,2019-05-19
16483,19,Other,Maharashtra,Mumbai South,Medium,Party C,Yes,Unemployed,Secondary,2019-04-08
16484,51,Other,Maharashtra,Nagpur,High,Party A,Yes,Employed,Primary,2019-05-14
16485,50,Female,Maharashtra,Nagpur,High,Party B,No,Employed,Postgraduate,2019-05-31
16486,74,Female,Bihar,Gaya,Low,Party B,No,Student,Primary,2019-05-06
16487,29,Other,Bihar,Patna Urban,High,Party A,No,Unemployed,Graduate,2019-04-27
16488,28,Male,Maharashtra,Pune,Medium,Party C,No,Student,Primary,2019-04-12
16489,73,Male,Maharashtra,Nagpur,Medium,Party A,Yes,Employed,Secondary,2019-05-24
16490,74,Other,Tamil Nadu,Madurai,Medium,Party A,No,Unemployed,Postgraduate,2019-05-19
16491,34,Other,Bihar,Gaya,High,Party C,No,Student,Secondary,2019-04-19
16492,60,Other,Tamil Nadu,Chennai Central,Low,Party C,No,Employed,Postgraduate,2019-05-22
16493,71,Female,Tamil Nadu,Chennai Central,Low,Party A,No,Student,Primary,2019-04-24
16494,44,Female,Tamil Nadu,Madurai,Medium,Party B,Yes,Employed,Postgraduate,2019-04-11
16495,82,Other,Tamil Nadu,Coimbatore,Medium,Party B,No,Employed,Secondary,2019-04-14
16496,20,Male,Maharashtra,Mumbai South,Medium,Party A,Yes,Self-employed,Graduate,2019-05-06
16497,22,Other,Tamil Nadu,Madurai,High,Party C,Yes,Student,Primary,2019-04-18
16498,56,Male,Kerala,Kochi,Medium,Party A,No,Employed,Graduate,2019-05-05
16499,82,Other,Tamil Nadu,Chennai Central,High,Party C,No,Employed,Primary,2019-04-03
16500,73,Male,Tamil Nadu,Madurai,Low,Party A,Yes,Student,Primary,2019-04-05
16501,73,Other,Maharashtra,Nagpur,Low,Party B,No,Student,Primary,2019-05-02
16502,30,Other,Kerala,Kochi,Medium,Party C,Yes,Employed,Primary,2019-05-22
16503,72,Female,Kerala,Kozhikode,High,Party B,No,Student,Secondary,2019-05-31
16504,21,Male,Tamil Nadu,Chennai Central,Low,Party A,Yes,Employed,Secondary,2019-05-10
16505,48,Female,Bihar,Muzaffarpur,Medium,Party B,Yes,Student,Primary,2019-05-23
16506,40,Male,Kerala,Kochi,Medium,Party A,Yes,Unemployed,Graduate,2019-05-18
16507,51,Other,Maharashtra,Pune,Low,Party A,Yes,Self-employed,Secondary,2019-05-31
16508,28,Male,Kerala,Thiruvananthapuram,High,Party B,No,Student,Primary,2019-05-14
16509,20,Other,Maharashtra,Mumbai South,High,Party B,No,Student,Primary,2019-04-21
16510,54,Male,Kerala,Kochi,High,Party C,Yes,Self-employed,Primary,2019-04-18
16511,75,Female,Tamil Nadu,Chennai Central,Low,Party A,Yes,Self-employed,Secondary,2019-05-02
16512,56,Female,Tamil Nadu,Madurai,High,Party C,No,Unemployed,Postgraduate,2019-04-09
16513,22,Male,Maharashtra,Pune,Low,Party B,No,Student,Postgraduate,2019-05-19
16514,59,Male,Maharashtra,Nagpur,High,Party C,No,Student,Primary,2019-05-30
16515,38,Female,Bihar,Gaya,Low,Party A,No,Unemployed,Graduate,2019-05-20
16516,57,Male,Kerala,Kozhikode,Low,Party B,Yes,Self-employed,Secondary,2019-05-10
16517,68,Male,Tamil Nadu,Coimbatore,Low,Party B,No,Unemployed,Graduate,2019-05-14
16518,43,Female,Maharashtra,Mumbai South,Low,Party C,No,Student,Secondary,2019-05-28
16519,63,Male,Kerala,Thiruvananthapuram,High,Party C,No,Unemployed,Postgraduate,2019-04-21
16520,65,Male,Bihar,Patna Urban,High,Party A,No,Employed,Primary,2019-05-13
16521,55,Other,Maharashtra,Mumbai South,High,Party C,Yes,Employed,Primary,2019-05-20
16522,36,Male,Maharashtra,Nagpur,Low,Party A,Yes,Student,Graduate,2019-05-20
16523,40,Other,Maharashtra,Pune,Low,Party B,No,Student,Graduate,2019-04-15
16524,66,Female,Bihar,Gaya,High,Party C,No,Self-employed,Graduate,2019-05-10
16525,40,Other,Kerala,Kochi,Low,Party B,Yes,Student,Secondary,2019-05-28
16526,59,Other,Tamil Nadu,Coimbatore,High,Party B,Yes,Unemployed,Postgraduate,2019-05-28
16527,69,Female,Tamil Nadu,Coimbatore,Medium,Party A,Yes,Self-employed,Primary,2019-05-06
16528,37,Other,Maharashtra,Mumbai South,High,Party A,Yes,Student,Primary,2019-05-17
16529,44,Male,Bihar,Gaya,Medium,Party B,No,Self-employed,Graduate,2019-05-09
16530,54,Female,Bihar,Gaya,High,Party B,Yes,Student,Secondary,2019-04-15
16531,34,Male,Maharashtra,Mumbai South,Medium,Party C,No,Self-employed,Secondary,2019-05-19
16532,65,Female,Tamil Nadu,Madurai,High,Party B,No,Self-employed,Postgraduate,2019-05-06
16533,57,Other,Bihar,Patna Urban,Medium,Party A,No,Self-employed,Postgraduate,2019-04-13
16534,75,Female,Kerala,Thiruvananthapuram,Medium,Party C,No,Unemployed,Secondary,2019-05-18
16535,59,Male,Maharashtra,Pune,High,Party A,No,Unemployed,Postgraduate,2019-04-02
16536,79,Male,Bihar,Gaya,Low,Party A,Yes,Employed,Secondary,2019-05-19
16537,27,Male,Maharashtra,Mumbai South,Medium,Party A,Yes,Employed,Primary,2019-04-27
16538,29,Male,Maharashtra,Nagpur,Medium,Party B,No,Student,Primary,2019-05-31
16539,70,Female,Maharashtra,Mumbai South,Low,Party B,No,Employed,Graduate,2019-04-20
16540,78,Other,Maharashtra,Nagpur,High,Party B,Yes,Self-employed,Primary,2019-04-02
16541,31,Other,Bihar,Gaya,High,Party A,Yes,Unemployed,Secondary,2019-04-21
16542,28,Male,Kerala,Thiruvananthapuram,Medium,Party C,Yes,Employed,Graduate,2019-05-13
16543,40,Female,Maharashtra,Nagpur,Medium,Party B,Yes,Employed,Postgraduate,2019-04-14
16544,58,Male,Maharashtra,Mumbai South,High,Party C,No,Student,Postgraduate,2019-04-05
16545,62,Male,Bihar,Gaya,Medium,Party A,No,Student,Primary,2019-05-10
16546,77,Male,Kerala,Thiruvananthapuram,Low,Party A,Yes,Unemployed,Postgraduate,2019-05-15
16547,51,Other,Maharashtra,Mumbai South,Medium,Party C,Yes,Unemployed,Secondary,2019-04-24
16548,23,Female,Bihar,Gaya,High,Party C,Yes,Self-employed,Secondary,2019-04-13
